,geonameid,name,asciiname,alternatenames,latitude,longitude,featureclass,featurecode,countrycode,cc2,admin1code,admin2code,population,elevation,dem,timezone,modificationdate
1863,2755609,Gelselaar,Gelselaar,,52.16833,6.52639,P,PPL,NL,,3.0,1859.0,310,,16,Europe/Amsterdam,2017-10-17
1864,6544894,Gemaal,Gemaal,,52.2525,4.90417,P,PPL,NL,,9.0,736.0,0,,-3,Europe/Amsterdam,2007-06-07
1865,2755606,Gement,Gement,,51.78,5.56667,P,PPL,NL,,6.0,828.0,0,,6,Europe/Amsterdam,2007-06-03
1866,2755605,Gemert,Gemert,"khymyrt,خيميرت",51.55583,5.69028,P,PPL,NL,,6.0,1652.0,15995,,18,Europe/Amsterdam,2018-08-24
1867,2755603,Gemonde,Gemonde,,51.61833,5.35694,P,PPL,NL,,6.0,845.0,1490,,9,Europe/Amsterdam,2017-10-17
1868,2755602,Gemullehoeken,Gemullehoeken,,51.56667,5.21667,P,PPL,NL,,6.0,824.0,0,,21,Europe/Amsterdam,2009-10-09
1869,2755601,Genderen,Genderen,,51.73583,5.0875,P,PPL,NL,,6.0,1959.0,1730,,2,Europe/Amsterdam,2021-08-30
1870,2755600,Gendijk,Gendijk,,51.25333,5.98333,P,PPL,NL,,5.0,1640.0,0,,21,Europe/Amsterdam,2007-06-03
1871,2755599,Gendringen,Gendringen,"Gendringen,Гендринген",51.87333,6.37639,P,PPL,NL,,3.0,1509.0,3880,,18,Europe/Amsterdam,2017-10-17
1872,2755597,Gendt,Gendt,Gent,51.8775,5.97083,P,PPL,NL,,3.0,1705.0,5590,,12,Europe/Amsterdam,2017-10-17
1873,6544722,Geneijgen,Geneijgen,,51.19917,5.84583,P,PPL,NL,,5.0,1640.0,0,,26,Europe/Amsterdam,2007-06-07
1874,2755594,Genemuiden,Genemuiden,"hai ne mo yi deng,海訥默伊登",52.62333,6.04028,P,PPL,NL,,15.0,1896.0,0,,4,Europe/Amsterdam,2017-10-17
1875,6544723,Genenberg,Genenberg,,51.48583,6.15417,P,PPL,NL,,5.0,1507.0,0,,18,Europe/Amsterdam,2007-06-07
1876,2755592,Geneneind,Geneneind,Geeneneind,51.51083,5.73333,P,PPL,NL,,6.0,1652.0,0,,19,Europe/Amsterdam,2007-06-03
1877,2755588,Gening,Gening,,51.6275,6.02083,P,PPL,NL,,5.0,893.0,0,,14,Europe/Amsterdam,2007-06-03
1878,2755587,Genne,Genne,,52.5625,6.11806,P,PPL,NL,,15.0,1896.0,0,,1,Europe/Amsterdam,2007-06-03
1879,2755586,Genne-Overwaters,Genne-Overwaters,,52.56667,6.1,P,PPL,NL,,15.0,1896.0,140,,1,Europe/Amsterdam,2017-03-24
1880,2755584,Gennep,Gennep,"Asnapium,Gennep,Gennep an der Maas",51.69833,5.97361,P,PPL,NL,,5.0,907.0,16642,,14,Europe/Amsterdam,2017-10-17
1881,2755581,Genoenhuis,Genoenhuis,,51.40917,5.53889,P,PPL,NL,,6.0,1771.0,3815,,18,Europe/Amsterdam,2017-03-24
1882,2755580,Genooi,Genooi,,51.39333,6.16528,P,PPL,NL,,5.0,983.0,0,,23,Europe/Amsterdam,2007-06-03
1883,2755579,Genum,Genum,"Genum,Ginnum",53.32481,5.87511,P,PPL,NL,,2.0,1970.0,95,,0,Europe/Amsterdam,2019-01-20
1884,2755575,Gerhegge,Gerheggen,,51.26917,5.98611,P,PPL,NL,,5.0,1640.0,0,,29,Europe/Amsterdam,2007-06-03
1885,2755574,Gerkesklooster,Gerkesklooster,"Gerkeskleaster,Gerkesklooster",53.23794,6.20367,P,PPL,NL,,2.0,59.0,730,,0,Europe/Amsterdam,2017-10-17
1886,2755572,Gerner,Gerner,,52.52083,6.26111,P,PPL,NL,,15.0,148.0,0,,4,Europe/Amsterdam,2007-06-03
1887,2755569,Gersloot,Gersloot,Gershot,53.00704,5.9654,P,PPL,NL,,2.0,74.0,110,,0,Europe/Amsterdam,2017-10-17
1888,2755567,Gerven,Gerven,,52.22083,5.59306,P,PPL,NL,,3.0,273.0,0,,11,Europe/Amsterdam,2007-06-03
1889,2755566,Gerverscop,Gerverscop,,52.1175,4.95,P,PPL,NL,,9.0,632.0,225,,-2,Europe/Amsterdam,2017-03-24
1890,2755564,Gerwen,Gerwen,,51.49,5.5625,P,PPL,NL,,6.0,820.0,1735,,17,Europe/Amsterdam,2017-03-24
1891,2755558,Geulhem,Geulhem,,50.86833,5.7875,P,PPL,NL,,5.0,994.0,55,,64,Europe/Amsterdam,2017-03-24
1892,2755557,Geulle,Geulle,"Geul,Guelle",50.92167,5.75,P,PPL,NL,,5.0,938.0,185,,49,Europe/Amsterdam,2017-10-17
1893,2755554,Geuzenbuurt,Geuzenbuurt,,52.74963,5.19938,P,PPL,NL,,7.0,420.0,0,,-1,Europe/Amsterdam,2012-04-14
1894,2755552,Gever,Gever,Gevert,51.59167,5.22361,P,PPL,NL,,6.0,824.0,0,,9,Europe/Amsterdam,2021-07-06
1895,2755551,Geverik,Geverik,,50.9275,5.7875,P,PPL,NL,,5.0,888.0,395,,99,Europe/Amsterdam,2017-03-24
1896,2755549,Gewande,Gewande,Het Gewande,51.75083,5.34861,P,PPL,NL,,6.0,796.0,0,,4,Europe/Amsterdam,2007-06-03
1897,2755546,Geysteren,Geysteren,"Geijsteren,Geisteren",51.55,6.04861,P,PPL,NL,,5.0,984.0,425,,17,Europe/Amsterdam,2017-10-17
1898,2755543,Ghil,Ghil,,51.40323,4.92499,P,PPL,NL,,6.0,744.0,0,,27,Europe/Amsterdam,2011-06-04
1899,2755538,Gieltjesdorp,Gieltjesdorp,,52.13917,4.98056,P,PPL,NL,,9.0,1904.0,0,,-2,Europe/Amsterdam,2012-04-14
1900,2755537,Giersbergen,Giersbergen,,51.65667,5.15,P,PPL,NL,,6.0,797.0,0,,7,Europe/Amsterdam,2007-06-03
1901,2755536,Giesbeek,Giesbeek,,51.99333,6.06667,P,PPL,NL,,3.0,299.0,2745,,10,Europe/Amsterdam,2017-10-17
1902,2755535,Giessen,Giessen,Giesen,51.79,5.03056,P,PPL,NL,,6.0,1959.0,1640,,2,Europe/Amsterdam,2021-08-30
1903,2755529,Giessen-Oudekerk,Giessen-Oudekerk,"Giesen-Oudkerk,Giessen Oudekirk,Giessen Oudkerk",51.84417,4.86667,P,PPL,NL,,11.0,1978.0,0,,0,Europe/Amsterdam,2019-01-20
1904,2755533,Giessenburg,Giessenburg,"Giesen Nieuwkerk,Giessen Nieuwkerk",51.85083,4.89028,P,PPL,NL,,11.0,1978.0,4800,,-2,Europe/Amsterdam,2019-01-20
1905,2755531,Giessendam,Giessendam,"Giesdam,Giesendam",51.83257,4.83583,P,PPL,NL,,11.0,523.0,5235,,-2,Europe/Amsterdam,2017-10-09
1906,2755528,Gietelo,Gietelo,Gietel,52.185,6.13333,P,PPL,NL,,3.0,285.0,220,,10,Europe/Amsterdam,2017-03-24
1907,2755527,Gieten,Gieten,,53.005,6.76389,P,PPL,NL,,1.0,1680.0,4885,,20,Europe/Amsterdam,2017-10-17
1908,2755520,Gieterveen,Gieterveen,,53.0275,6.8375,P,PPL,NL,,1.0,1680.0,660,,3,Europe/Amsterdam,2017-10-17
1909,2755518,Giethmen,Giethmen,Gietmen,52.49417,6.40278,P,PPL,NL,,15.0,175.0,0,,5,Europe/Amsterdam,2017-10-17
1910,2755517,Giethoorn,Giethoorn,"Giteren,Githorn,Gitkhorn,hythwrn,jythwrn,yang jiao cun,Гитхорн,Գիթհորն,חיטהורן,جيثورن,羊角村",52.74,6.07917,P,PPL,NL,,15.0,1708.0,2130,,0,Europe/Amsterdam,2017-10-17
1911,2755514,Gijbeland,Gijbeland,"Gijbelend,Gybeland",51.87917,4.82222,P,PPL,NL,,11.0,1978.0,0,,-1,Europe/Amsterdam,2019-01-20
1912,2755512,Gijsselte,Gijsselte,,52.75083,6.41111,P,PPL,NL,,1.0,1690.0,0,,17,Europe/Amsterdam,2007-06-03
1913,2755509,Gijzel,Gijzel,,51.62667,5.21528,P,PPL,NL,,6.0,865.0,0,,7,Europe/Amsterdam,2021-07-06
1914,2755508,Gijzenrooi,Gijzenrooi,,51.41083,5.52778,P,PPL,NL,,6.0,1771.0,0,,20,Europe/Amsterdam,2009-01-11
1915,2755507,Gilze,Gilze,,51.54417,4.94028,P,PPL,NL,,6.0,784.0,6300,,18,Europe/Amsterdam,2017-10-17
1916,2755502,Ginderdoor,Ginderdoor,,51.53417,5.58194,P,PPL,NL,,6.0,1659.0,0,,15,Europe/Amsterdam,2007-06-03
1917,2755503,Ginderdoor,Ginderdoor,,51.5025,4.84028,P,PPL,NL,,6.0,1723.0,0,,10,Europe/Amsterdam,2007-06-03
1918,2755501,Ginderover,Ginderover,,51.3725,5.58472,P,PPL,NL,,6.0,1658.0,0,,24,Europe/Amsterdam,2007-06-03
1919,2755500,Ginkel,Ginkel,"De Ginkel,Ginkel",52.04662,5.46467,P,PPL,NL,,9.0,1581.0,0,,8,Europe/Amsterdam,2012-01-17
1920,2755497,Glane,Glane,,52.2325,7.00278,P,PPL,NL,,15.0,168.0,0,,34,Europe/Amsterdam,2017-10-17
1921,2755496,Glanerbrug,Glanerbrug,,52.21583,6.97083,P,PPL,NL,,15.0,153.0,0,,41,Europe/Amsterdam,2007-06-03
1922,2755495,Glimmen,Glimmen,,53.13917,6.62917,P,PPL,NL,,4.0,14.0,1065,,5,Europe/Amsterdam,2019-01-20
1923,2755491,Gnephoek,Gnephoek,,52.14,4.62778,P,PPL,NL,,11.0,484.0,185,,-2,Europe/Amsterdam,2017-03-24
1924,2755489,Godlinze,Godlinze,,53.3725,6.81389,P,PPL,NL,,4.0,1979.0,240,,6,Europe/Amsterdam,2021-07-05
1925,2755485,Goedereede,Goedereede,"Goederee,Goeree,Goereê,Guderede,Xudereyde,hu de lei de,Гудереде,Խուդերեյդե,胡德雷德",51.8175,3.98056,P,PPL,NL,,11.0,1924.0,11597,,2,Europe/Amsterdam,2017-10-17
1926,2755483,Goejanverwelle,Goejanverwelle,"Goejanverwelle,Goejanverwellesluis",52.01667,4.83333,P,PPL,NL,,9.0,589.0,0,,1,Europe/Amsterdam,2013-08-05
1927,2755476,Goes,Goes,"Chous,Goes,Gus,Gusas,hu si,khws,Χους,Гус,خوس,胡斯",51.50417,3.88889,P,PPL,NL,,10.0,664.0,36931,,4,Europe/Amsterdam,2017-10-17
1928,2755471,Goessche Sas,Goessche Sas,"Goessche Sas,Goesse Sas,Sas Van Goes",51.53333,3.93333,P,PPL,NL,,10.0,,0,,1,Europe/Amsterdam,2012-01-17
1929,2755469,Goidschalxoord,Goidschalxoord,Godschalksoord,51.82667,4.46111,P,PPL,NL,,11.0,1963.0,190,,-1,Europe/Amsterdam,2019-01-30
1930,2755468,Goilberdingen,Goilberdingen,Golberdingen,51.96,5.18056,P,PPL,NL,,3.0,216.0,0,,4,Europe/Amsterdam,2007-06-03
1931,2755467,Goingarijp,Goingarijp,"Goaiingaryp,Goaiïngaryp,Goengarijp,Goengaryp,Goingarijp,Goëngaryp,Goïngarijp",53.01168,5.77151,P,PPL,NL,,2.0,1940.0,250,,-1,Europe/Amsterdam,2017-10-17
1932,2755464,Goirle,Goirle,"Goirl,Goirle,Goorle,Gorle,Xorle,khwrla,Гоирл,Горле,Խորլե,خورلا",51.52083,5.06667,P,PPL,NL,,6.0,785.0,22646,,17,Europe/Amsterdam,2017-10-17
1933,2755460,Goldhoorn,Goldhoorn,,53.20083,7.07083,P,PPL,NL,,4.0,1895.0,0,,2,Europe/Amsterdam,2010-09-17
1934,2755458,Gooi,Gooi,"'t Gooi,Gooi,Het Gooi,’t Gooi",52.03377,6.28796,P,PPL,NL,,3.0,1876.0,370,,12,Europe/Amsterdam,2012-01-17
1935,2755454,Gooium,Gooium,,53.10091,5.40607,P,PPL,NL,,2.0,1900.0,0,,-1,Europe/Amsterdam,2012-04-14
1936,6544753,Gooland,Gooland,,52.0525,4.39306,P,PPL,NL,,11.0,1926.0,0,,-3,Europe/Amsterdam,2007-06-07
1937,2755450,Goor,Goor,,51.455,5.64028,P,PPL,NL,,6.0,1771.0,0,,19,Europe/Amsterdam,2007-06-03
1938,2755449,Goor,Goor,"Goor,Гоор",52.23333,6.58611,P,PPL,NL,,15.0,1735.0,11460,,13,Europe/Amsterdam,2017-10-17
1939,2755434,Gorinchem,Gorinchem,"Chorin'chem,Garkum,Gorcum,Goricum,Gorinchem,Gorinkhem,Gorkum,Xorinxem,holinheom,horukumu,huo lin he mu,khwrykwm,Χόρινχεμ,Горинхем,Ґорінхем,Խորինխեմ,خوريكوم,ホルクム,霍林赫姆,호린험",51.83652,4.97243,P,PPL,NL,,11.0,512.0,34736,,3,Europe/Amsterdam,2022-05-10
1940,2755431,Gorp,Gorp,Gorp,51.48333,5.08333,P,PPL,NL,,6.0,798.0,0,,29,Europe/Amsterdam,2010-08-09
1941,2755430,Gorpeind,Gorpeind,,51.42583,4.90417,P,PPL,NL,,6.0,744.0,0,,24,Europe/Amsterdam,2007-06-03
1942,2755429,Gorredijk,Gorredijk,"De Gordyk,Gordyk,Gorredijk",53.00659,6.06402,P,PPL,NL,,2.0,86.0,7040,,1,Europe/Amsterdam,2017-10-17
1943,2755428,Gorssel,Gorssel,Gorsel,52.20167,6.20139,P,PPL,NL,,3.0,262.0,3530,,10,Europe/Amsterdam,2017-10-17
1944,2755425,Gortel,Gortel,,52.31417,5.89722,P,PPL,NL,,3.0,232.0,35,,30,Europe/Amsterdam,2017-03-24
1945,2755420,Gouda,Gouda,"Chaounta,Gauda,Gaudanum,Gouda,Guda,Quda,ga'uda,gauda,ghwda,ghwdt,goda,hao da,hauda,kea da,khawda,Χάουντα,Гауда,Գաուդա,خاودا,غودا,غودة,गउडा,గౌడ,เกาดา,გაუდა,ゴーダ,豪达,하우다",52.01667,4.70833,P,PPL,NL,,11.0,513.0,71952,,1,Europe/Amsterdam,2020-03-12
1946,2755412,Gouden Ploeg,Gouden-Ploeg,,52.51333,6.60139,P,PPL,NL,,15.0,160.0,0,,10,Europe/Amsterdam,2007-06-03
1947,2755410,Gouderak,Gouderak,,51.98417,4.67778,P,PPL,NL,,11.0,1931.0,2635,,-1,Europe/Amsterdam,2017-10-17
1948,2755405,Goudriaan,Goudriaan,,51.90333,4.9,P,PPL,NL,,11.0,1978.0,0,,-1,Europe/Amsterdam,2019-01-20
1949,2755402,Goudseweg,Goudseweg,,51.98333,4.7625,P,PPL,NL,,11.0,1931.0,45,,-2,Europe/Amsterdam,2017-03-24
1950,2755401,Goudswaard,Goudswaard,Korendijk,51.79417,4.27639,P,PPL,NL,,11.0,1963.0,1530,,0,Europe/Amsterdam,2019-01-30
1951,2755399,Goutum,Goutum,,53.17734,5.8037,P,PPL,NL,,2.0,80.0,2790,,1,Europe/Amsterdam,2017-10-17
1952,2755397,Gouwe,Gouwe,"De Gouw,Gouw",52.72833,4.96111,P,PPL,NL,,7.0,432.0,200,,-2,Europe/Amsterdam,2017-03-24
1953,2755391,Gouwsluis,Gouwsluis,"Goudschesluis,Gouse Sluis,Gouwsche Sluis,Gouwsluis",52.11943,4.66899,P,PPL,NL,,11.0,484.0,1470,,1,Europe/Amsterdam,2017-03-24
1954,2755482,Goënga,Goenga,Goinga,53.05483,5.69281,P,PPL,NL,,2.0,1900.0,165,,1,Europe/Amsterdam,2017-10-17
1955,2755480,Goëngahuizen,Goengahuizen,"Goaiingahuzen,Goaiïngahuzen,Goingahuizen",53.0784,5.89022,P,PPL,NL,,2.0,90.0,55,,-1,Europe/Amsterdam,2017-10-17
1956,2755387,Graaf,Graaf,,51.98083,4.97917,P,PPL,NL,,9.0,331.0,615,,0,Europe/Amsterdam,2017-03-24
1957,2755386,Graafland,Graafland,,51.925,4.85556,P,PPL,NL,,11.0,1978.0,380,,-1,Europe/Amsterdam,2019-01-20
1958,2755382,Graauw,Graauw,Grauw,51.32833,4.10278,P,PPL,NL,,10.0,677.0,0,,1,Europe/Amsterdam,2017-10-17
1959,2755381,Gracht,Gracht,,50.85175,6.02793,P,PPL,NL,,5.0,928.0,2080,,160,Europe/Amsterdam,2017-03-24
1960,6544724,Gracht Burggraaf,Gracht Burggraaf,,50.82083,5.89028,P,PPL,NL,,5.0,1729.0,0,,104,Europe/Amsterdam,2007-06-07
1961,2755378,Graetheide,Graetheide,,51.02083,5.79167,P,PPL,NL,,5.0,1883.0,260,,44,Europe/Amsterdam,2017-03-24
1962,2755376,Grafhorst,Grafhorst,,52.5825,5.93333,P,PPL,NL,,15.0,166.0,1015,,-1,Europe/Amsterdam,2017-10-17
1963,2755375,Graft,Graft,,52.56083,4.83056,P,PPL,NL,,7.0,361.0,880,,-2,Europe/Amsterdam,2017-10-17
1964,2755372,Grafwegen,Grafwegen,,51.75083,5.94444,P,PPL,NL,,3.0,1945.0,0,,29,Europe/Amsterdam,2017-04-13
1965,2755371,Gramsbergen,Gramsbergen,,52.60917,6.67222,P,PPL,NL,,15.0,160.0,0,,9,Europe/Amsterdam,2017-10-17
1966,2755369,Gramsoord,Gramsoord,,51.6,5.65,P,PPL,NL,,6.0,755.0,0,,12,Europe/Amsterdam,2011-06-04
1967,2755367,Grashoek,Grashoek,,51.36083,5.94306,P,PPL,NL,,5.0,1894.0,1355,,35,Europe/Amsterdam,2017-10-17
1968,2755366,Graspeel,Graspeel,,51.68917,5.7,P,PPL,NL,,6.0,1991.0,0,,18,Europe/Amsterdam,2022-09-30
1969,2755365,Graswijk,Graswijk,,52.9675,6.55417,P,PPL,NL,,1.0,106.0,0,,12,Europe/Amsterdam,2007-06-03
1970,2755364,Graszode,Graszode,,51.48583,3.77639,P,PPL,NL,,10.0,654.0,0,,0,Europe/Amsterdam,2007-06-03
1971,2755363,Grathem,Grathem,Gratem,51.1925,5.85972,P,PPL,NL,,5.0,1640.0,0,,29,Europe/Amsterdam,2017-10-17
1972,2755361,Grauwe Kat,Grauwe Kat,,53.11409,5.48638,P,PPL,NL,,2.0,1900.0,35,,-1,Europe/Amsterdam,2012-04-14
1973,2755359,Grauwe Polder,Grauwe Polder,,51.55215,4.63301,P,PPL,NL,,6.0,777.0,0,,9,Europe/Amsterdam,2008-02-01
1974,2755358,Grave,Grave,"De Graaf,Grave,Xrave,he la fu,khrafh,Граве,Խրավե,خرافه,赫拉弗",51.75902,5.73882,P,PPL,NL,,6.0,1982.0,12999,,13,Europe/Amsterdam,2022-09-30
1975,2755353,Grazen,Grazen,,51.49,4.82778,P,PPL,NL,,6.0,1723.0,0,,13,Europe/Amsterdam,2007-06-03
1976,2755349,Greffeling,Greffeling,,51.83083,5.48056,P,PPL,NL,,3.0,668.0,0,,7,Europe/Amsterdam,2007-06-03
1977,2755348,Greffelkamp,Greffelkamp,,51.9525,6.12083,P,PPL,NL,,3.0,1955.0,0,,11,Europe/Amsterdam,2007-06-03
1978,2755343,Greonterp,Greonterp,,53.01473,5.5196,P,PPL,NL,,2.0,1900.0,35,,1,Europe/Amsterdam,2017-10-17
1979,2755342,Greup,Greup,"Groep,Group",51.7875,4.43611,P,PPL,NL,,11.0,1963.0,110,,-2,Europe/Amsterdam,2019-01-20
1980,2755338,Grevenberg,Grevenberg,,52.74083,6.74444,P,PPL,NL,,1.0,109.0,0,,12,Europe/Amsterdam,2007-06-03
1981,2755337,Grevenbicht,Grevenbicht,,51.03833,5.775,P,PPL,NL,,5.0,1883.0,2355,,33,Europe/Amsterdam,2017-10-17
1982,2755328,Griendtsveen,Griendtsveen,,51.4425,5.88472,P,PPL,NL,,5.0,1507.0,490,,34,Europe/Amsterdam,2017-10-17
1983,2755325,Griete,Griete,,51.34667,3.8875,P,PPL,NL,,10.0,715.0,0,,1,Europe/Amsterdam,2007-06-03
1984,2755324,Grieth,Grieth,"Griet,Grieth",51.91667,6.11667,P,PPL,NL,,3.0,299.0,0,,9,Europe/Amsterdam,2012-01-17
1985,2755317,Grijpskerk,Grijpskerk,Gryptsjerk,53.2625,6.30833,P,PPL,NL,,4.0,1969.0,2520,,2,Europe/Amsterdam,2019-01-20
1986,2755315,Grijpskerke,Grijpskerke,,51.53417,3.56111,P,PPL,NL,,10.0,717.0,1040,,2,Europe/Amsterdam,2017-10-17
1987,2755314,Grijssloot,Grijssloot,,53.37417,6.38333,P,PPL,NL,,4.0,1966.0,0,,1,Europe/Amsterdam,2019-01-20
1988,2755313,Grijzegrubben,Grijzegrubben,,50.91917,5.86667,P,PPL,NL,,5.0,1954.0,0,,94,Europe/Amsterdam,2019-01-20
1989,2755312,Grijzemonnikenklooster,Grijzemonnikenklooster,,53.28333,7.01667,P,PPL,NL,,4.0,1979.0,0,,-3,Europe/Amsterdam,2021-07-05
1990,2755305,Groede,Groede,De Groe,51.37833,3.50694,P,PPL,NL,,10.0,1714.0,720,,3,Europe/Amsterdam,2017-10-17
1991,6544849,Groene Woud,Groene Woud,,51.50333,5.28194,P,PPL,NL,,6.0,823.0,0,,14,Europe/Amsterdam,2007-06-07
1992,2755302,Groenekan,Groenekan,,52.12333,5.15278,P,PPL,NL,,9.0,310.0,1565,,4,Europe/Amsterdam,2017-10-17
1993,2755298,Groenendaal,Groenendaal,,52.08,5.94722,P,PPL,NL,,3.0,200.0,0,,90,Europe/Amsterdam,2007-06-03
1994,2755295,Groenendijk,Groenendijk,,51.65547,4.92213,P,PPL,NL,,6.0,826.0,0,,0,Europe/Amsterdam,2008-02-01
1995,2755294,Groenendijk,Groenendijk,,52.13083,4.55972,P,PPL,NL,,11.0,484.0,0,,0,Europe/Amsterdam,2015-05-25
1996,2755296,Groenendijk,Groenendijk,,51.37417,4.0125,P,PPL,NL,,10.0,677.0,0,,1,Europe/Amsterdam,2007-06-03
1997,2755289,Groeneweg,Groeneweg,,51.98417,4.59722,P,PPL,NL,,11.0,599.0,0,,-7,Europe/Amsterdam,2007-06-03
1998,2755288,Groenewoud,Groenewoud,,51.5225,5.62222,P,PPL,NL,,6.0,1659.0,0,,15,Europe/Amsterdam,2007-06-03
1999,2755285,Groeningen,Groeningen,,51.60917,5.99722,P,PPL,NL,,6.0,1982.0,0,,14,Europe/Amsterdam,2022-09-30
2000,2755283,Groenlanden,Groenlanden,,51.87,5.9125,P,PPL,NL,,3.0,1945.0,0,,12,Europe/Amsterdam,2017-04-13
2001,2755282,Groenlandsekade,Groenlandsekade,,52.23167,4.97778,P,PPL,NL,,9.0,736.0,0,,-2,Europe/Amsterdam,2007-06-03
2002,2755281,Groenlo,Groenlo,"Grenlo,Groenlo,Grunlo,furunro,grwynlw,he long luo,heulunlo,Грунло,گروئنلو,フルンロー,赫龍洛,흐룬로",52.04167,6.61111,P,PPL,NL,,3.0,1586.0,0,,24,Europe/Amsterdam,2019-09-05
2003,2755275,Groenstraat,Groenstraat,,51.63333,4.91667,P,PPL,NL,,6.0,766.0,0,,4,Europe/Amsterdam,2011-06-04
2004,2755276,Groenstraat,Groenstraat,,51.4575,5.14861,P,PPL,NL,,6.0,798.0,0,,21,Europe/Amsterdam,2007-06-03
2005,2755273,Groenveld,Groenveld,Groeneveld,52.76583,4.77778,P,PPL,NL,,7.0,441.0,0,,1,Europe/Amsterdam,2013-06-09
2006,2755272,Groesbeek,Groesbeek,Groesbeek,51.77667,5.93611,P,PPL,NL,,3.0,1945.0,18741,,39,Europe/Amsterdam,2017-10-17
2007,2755268,Groeskuilen,Groeskuilen,,51.56667,5.71667,P,PPL,NL,,6.0,1652.0,0,,22,Europe/Amsterdam,2009-01-13
2008,2755267,Groessen,Groessen,Groesen,51.93167,6.02639,P,PPL,NL,,3.0,226.0,1955,,12,Europe/Amsterdam,2017-10-17
2009,2755266,Groet,Groet,,52.7225,4.66806,P,PPL,NL,,7.0,373.0,0,,6,Europe/Amsterdam,2017-10-17
2010,2755261,Groeze,Groeze,,51.33,5.93472,P,PPL,NL,,5.0,1894.0,200,,35,Europe/Amsterdam,2017-03-24
2011,2755257,Grolloo,Grolloo,Grollo,52.935,6.67222,P,PPL,NL,,1.0,1680.0,635,,20,Europe/Amsterdam,2017-10-17
2012,2755243,Gronsveld,Gronsveld,,50.81083,5.73056,P,PPL,NL,,5.0,1903.0,2380,,62,Europe/Amsterdam,2017-10-17
2013,2755240,Groot Agelo,Groot-Agelo,"Agelo,Groot-Ageloo",52.3925,6.8875,P,PPL,NL,,15.0,1774.0,0,,31,Europe/Amsterdam,2017-10-17
2014,2755235,Groot Breedenbroek,Groot Breedenbroek,,51.9,6.45,P,PPL,NL,,3.0,1509.0,0,,16,Europe/Amsterdam,2011-06-04
2015,2755234,Groot Bruggen,Groot Bruggen,Bruggen,51.4775,5.75417,P,PPL,NL,,6.0,762.0,0,,22,Europe/Amsterdam,2007-06-03
2016,2755231,Groot Deunk,Groot Deunk,,51.96667,6.58333,P,PPL,NL,,3.0,197.0,0,,28,Europe/Amsterdam,2007-06-03
2017,2755229,Groot Dochteren,Groot Dochteren,Dochteren,52.17333,6.35833,P,PPL,NL,,3.0,262.0,0,,13,Europe/Amsterdam,2007-06-03
2018,2755228,Groot Dorregeest,Groot Dorregeest,,52.54,4.72222,P,PPL,NL,,7.0,450.0,0,,1,Europe/Amsterdam,2007-06-03
2019,2755162,Groot Entink,Groot Entink,"Groot Entink,Groot-Antink",51.93333,6.5,P,PPL,NL,,3.0,197.0,0,,18,Europe/Amsterdam,2012-01-17
2020,2755130,Groot Genhout,Groot-Genhout,,50.92917,5.81944,P,PPL,NL,,5.0,888.0,0,,119,Europe/Amsterdam,2007-06-03
2021,2754980,Groot Haasdal,Groot Haasdal,"Groot Haesdal,Haasdin",50.8925,5.81944,P,PPL,NL,,5.0,1954.0,0,,133,Europe/Amsterdam,2019-01-20
2022,2755126,Groot Hitland,Groot Hitland,,51.93833,4.63056,P,PPL,NL,,11.0,1892.0,0,,-3,Europe/Amsterdam,2010-09-17
2023,2755114,Groot Loo,Groot Loo,'t Loo,51.48667,5.11389,P,PPL,NL,,6.0,798.0,0,,17,Europe/Amsterdam,2007-06-03
2024,2755113,Groot Maarslag,Groot Maarslag,Maarslag,53.33833,6.45278,P,PPL,NL,,4.0,1966.0,0,,1,Europe/Amsterdam,2019-01-20
2025,2755112,Groot Medhuizen,Groot Medhuizen,"Groot Medhuizen,Grut Medhuzen",53.34247,6.08852,P,PPL,NL,,2.0,1970.0,0,,0,Europe/Amsterdam,2019-01-20
2026,2755097,Groot Wetsinge,Groot Wetsinge,Wetsinge,53.30417,6.52917,P,PPL,NL,,4.0,1966.0,0,,1,Europe/Amsterdam,2019-01-20
2027,2755241,Groot-Abeele,Groot-Abeele,Groote Abeele,51.475,3.61944,P,PPL,NL,,10.0,718.0,0,,-2,Europe/Amsterdam,2007-06-03
2028,2755239,Groot-Ammers,Groot-Ammers,,51.92333,4.82361,P,PPL,NL,,11.0,1978.0,3305,,-2,Europe/Amsterdam,2019-01-20
2029,2755237,Groot-Bedaf,Groot-Bedaf,Bedaf,51.45083,5.00278,P,PPL,NL,,6.0,744.0,0,,25,Europe/Amsterdam,2007-06-03
2030,2755109,Groot-Oever,Groot-Oever,Groote Oever,52.65,6.33889,P,PPL,NL,,15.0,160.0,0,,4,Europe/Amsterdam,2007-06-03
2031,2755102,Groot-Valkenisse,Groot-Valkenisse,Valkenisse,51.4925,3.50694,P,PPL,NL,,10.0,717.0,0,,2,Europe/Amsterdam,2007-06-03
2032,2755098,Groot-Welsden,Groot-Welsden,,50.83,5.8125,P,PPL,NL,,5.0,1903.0,0,,146,Europe/Amsterdam,2012-04-14
2033,2755084,Groote Bottel,Grote Bottel,"Bottel,De Bottel,Groote Bottel",51.45583,5.775,P,PPL,NL,,6.0,762.0,0,,25,Europe/Amsterdam,2007-06-03
2034,2755200,Groote Haar,Groote Haar,,51.85,4.95,P,PPL,NL,,11.0,512.0,0,,-1,Europe/Amsterdam,2011-06-04
